"segment [position] = [Nort West],    [Nort East],    [South East],    [South West]"

"segment:  1, 30 =     20.798016527492 -103.43612960848,    20.798016527492 -103.42652080954,    20.78903305511 -103.42652080954,    20.78903305511 -103.43612960848"
"segment:  1, 30 =     20.798016527492 -103.42652080954,    20.798016527492 -103.41691201059,    20.78903305511 -103.41691201059,    20.78903305511 -103.42652080954"
"segment:  1, 30 =     20.798016527492 -103.41691201059,    20.798016527492 -103.40730321165,    20.78903305511 -103.40730321165,    20.78903305511 -103.41691201059"
"segment:  1, 30 =     20.798016527492 -103.40730321165,    20.798016527492 -103.39769441271,    20.78903305511 -103.39769441271,    20.78903305511 -103.40730321165"
"segment:  1, 30 =     20.798016527492 -103.39769441271,    20.798016527492 -103.38808561377,    20.78903305511 -103.38808561377,    20.78903305511 -103.39769441271"
"segment:  1, 30 =     20.798016527492 -103.38808561377,    20.798016527492 -103.37847681483,    20.78903305511 -103.37847681483,    20.78903305511 -103.38808561377"
"segment:  1, 30 =     20.798016527492 -103.37847681483,    20.798016527492 -103.36886801589,    20.78903305511 -103.36886801589,    20.78903305511 -103.37847681483"
"segment:  1, 30 =     20.798016527492 -103.36886801589,    20.798016527492 -103.35925921695,    20.78903305511 -103.35925921695,    20.78903305511 -103.36886801589"
"segment:  1, 30 =     20.798016527492 -103.35925921695,    20.798016527492 -103.34965041801,    20.78903305511 -103.34965041801,    20.78903305511 -103.35925921695"
"segment:  1, 30 =     20.798016527492 -103.34965041801,    20.798016527492 -103.34004161907,    20.78903305511 -103.34004161907,    20.78903305511 -103.34965041801"
"segment:  1, 30 =     20.798016527492 -103.34004161907,    20.798016527492 -103.33043282013,    20.78903305511 -103.33043282013,    20.78903305511 -103.34004161907"
"segment:  1, 30 =     20.798016527492 -103.33043282013,    20.798016527492 -103.32082402119,    20.78903305511 -103.32082402119,    20.78903305511 -103.33043282013"
"segment:  1, 30 =     20.798016527492 -103.32082402119,    20.798016527492 -103.31121522225,    20.78903305511 -103.31121522225,    20.78903305511 -103.32082402119"
"segment:  1, 30 =     20.798016527492 -103.31121522225,    20.798016527492 -103.30160642331,    20.78903305511 -103.30160642331,    20.78903305511 -103.31121522225"
"segment:  1, 30 =     20.798016527492 -103.30160642331,    20.798016527492 -103.29199762437,    20.78903305511 -103.29199762437,    20.78903305511 -103.30160642331"
"segment:  1, 30 =     20.798016527492 -103.29199762437,    20.798016527492 -103.28238882543,    20.78903305511 -103.28238882543,    20.78903305511 -103.29199762437"
"segment:  1, 30 =     20.798016527492 -103.28238882543,    20.798016527492 -103.27278002649,    20.78903305511 -103.27278002649,    20.78903305511 -103.28238882543"
"segment:  1, 30 =     20.798016527492 -103.27278002649,    20.798016527492 -103.26317122755,    20.78903305511 -103.26317122755,    20.78903305511 -103.27278002649"
"segment:  1, 30 =     20.798016527492 -103.26317122755,    20.798016527492 -103.25356242861,    20.78903305511 -103.25356242861,    20.78903305511 -103.26317122755"
"segment:  1, 30 =     20.798016527492 -103.25356242861,    20.798016527492 -103.24395362967,    20.78903305511 -103.24395362967,    20.78903305511 -103.25356242861"
"segment:  1, 30 =     20.798016527492 -103.24395362967,    20.798016527492 -103.23434483072,    20.78903305511 -103.23434483072,    20.78903305511 -103.24395362967"
"segment:  1, 30 =     20.798016527492 -103.23434483072,    20.798016527492 -103.22473603178,    20.78903305511 -103.22473603178,    20.78903305511 -103.23434483072"


"segment:  2, 30 =     20.78903305511 -103.513,    20.78903305511 -103.50339177287,    20.780049582854 -103.50339177287,    20.780049582854 -103.513"
"segment:  2, 30 =     20.78903305511 -103.50339177287,    20.78903305511 -103.49378354574,    20.780049582854 -103.49378354574,    20.780049582854 -103.50339177287"
"segment:  2, 30 =     20.78903305511 -103.49378354574,    20.78903305511 -103.48417531861,    20.780049582854 -103.48417531861,    20.780049582854 -103.49378354574"
"segment:  2, 30 =     20.78903305511 -103.48417531861,    20.78903305511 -103.47456709149,    20.780049582854 -103.47456709149,    20.780049582854 -103.48417531861"
"segment:  2, 30 =     20.78903305511 -103.47456709149,    20.78903305511 -103.46495886436,    20.780049582854 -103.46495886436,    20.780049582854 -103.47456709149"
"segment:  2, 30 =     20.78903305511 -103.46495886436,    20.78903305511 -103.45535063723,    20.780049582854 -103.45535063723,    20.780049582854 -103.46495886436"
"segment:  2, 30 =     20.78903305511 -103.45535063723,    20.78903305511 -103.4457424101,    20.780049582854 -103.4457424101,    20.780049582854 -103.45535063723"
"segment:  2, 30 =     20.78903305511 -103.4457424101,    20.78903305511 -103.43613418297,    20.780049582854 -103.43613418297,    20.780049582854 -103.4457424101"
"segment:  2, 30 =     20.78903305511 -103.43613418297,    20.78903305511 -103.42652595584,    20.780049582854 -103.42652595584,    20.780049582854 -103.43613418297"
"segment:  2, 30 =     20.78903305511 -103.42652595584,    20.78903305511 -103.41691772871,    20.780049582854 -103.41691772871,    20.780049582854 -103.42652595584"
"segment:  2, 30 =     20.78903305511 -103.41691772871,    20.78903305511 -103.40730950159,    20.780049582854 -103.40730950159,    20.780049582854 -103.41691772871"
"segment:  2, 30 =     20.78903305511 -103.40730950159,    20.78903305511 -103.39770127446,    20.780049582854 -103.39770127446,    20.780049582854 -103.40730950159"
"segment:  2, 30 =     20.78903305511 -103.39770127446,    20.78903305511 -103.38809304733,    20.780049582854 -103.38809304733,    20.780049582854 -103.39770127446"
"segment:  2, 30 =     20.78903305511 -103.38809304733,    20.78903305511 -103.3784848202,    20.780049582854 -103.3784848202,    20.780049582854 -103.38809304733"
"segment:  2, 30 =     20.78903305511 -103.3784848202,    20.78903305511 -103.36887659307,    20.780049582854 -103.36887659307,    20.780049582854 -103.3784848202"
"segment:  2, 30 =     20.78903305511 -103.36887659307,    20.78903305511 -103.35926836594,    20.780049582854 -103.35926836594,    20.780049582854 -103.36887659307"
"segment:  2, 30 =     20.78903305511 -103.35926836594,    20.78903305511 -103.34966013882,    20.780049582854 -103.34966013882,    20.780049582854 -103.35926836594"
"segment:  2, 30 =     20.78903305511 -103.34966013882,    20.78903305511 -103.34005191169,    20.780049582854 -103.34005191169,    20.780049582854 -103.34966013882"
"segment:  2, 30 =     20.78903305511 -103.34005191169,    20.78903305511 -103.33044368456,    20.780049582854 -103.33044368456,    20.780049582854 -103.34005191169"
"segment:  2, 30 =     20.78903305511 -103.33044368456,    20.78903305511 -103.32083545743,    20.780049582854 -103.32083545743,    20.780049582854 -103.33044368456"
"segment:  2, 30 =     20.78903305511 -103.32083545743,    20.78903305511 -103.3112272303,    20.780049582854 -103.3112272303,    20.780049582854 -103.32083545743"
"segment:  2, 30 =     20.78903305511 -103.3112272303,    20.78903305511 -103.30161900317,    20.780049582854 -103.30161900317,    20.780049582854 -103.3112272303"
"segment:  2, 30 =     20.78903305511 -103.30161900317,    20.78903305511 -103.29201077604,    20.780049582854 -103.29201077604,    20.780049582854 -103.30161900317"
"segment:  2, 30 =     20.78903305511 -103.29201077604,    20.78903305511 -103.28240254892,    20.780049582854 -103.28240254892,    20.780049582854 -103.29201077604"
"segment:  2, 30 =     20.78903305511 -103.28240254892,    20.78903305511 -103.27279432179,    20.780049582854 -103.27279432179,    20.780049582854 -103.28240254892"
"segment:  2, 30 =     20.78903305511 -103.27279432179,    20.78903305511 -103.26318609466,    20.780049582854 -103.26318609466,    20.780049582854 -103.27279432179"
"segment:  2, 30 =     20.78903305511 -103.26318609466,    20.78903305511 -103.25357786753,    20.780049582854 -103.25357786753,    20.780049582854 -103.26318609466"
"segment:  2, 30 =     20.78903305511 -103.25357786753,    20.78903305511 -103.2439696404,    20.780049582854 -103.2439696404,    20.780049582854 -103.25357786753"
"segment:  2, 30 =     20.78903305511 -103.2439696404,    20.78903305511 -103.23436141327,    20.780049582854 -103.23436141327,    20.780049582854 -103.2439696404"
"segment:  2, 30 =     20.78903305511 -103.23436141327,    20.78903305511 -103.22475318614,    20.780049582854 -103.22475318614,    20.780049582854 -103.23436141327"


"segment:  3, 30 =     20.780049582854 -103.513,    20.780049582854 -103.50339234438,    20.771066110725 -103.50339234438,    20.771066110725 -103.513"
"segment:  3, 30 =     20.780049582854 -103.50339234438,    20.780049582854 -103.49378468876,    20.771066110725 -103.49378468876,    20.771066110725 -103.50339234438"
"segment:  3, 30 =     20.780049582854 -103.49378468876,    20.780049582854 -103.48417703314,    20.771066110725 -103.48417703314,    20.771066110725 -103.49378468876"
"segment:  3, 30 =     20.780049582854 -103.48417703314,    20.780049582854 -103.47456937752,    20.771066110725 -103.47456937752,    20.771066110725 -103.48417703314"
"segment:  3, 30 =     20.780049582854 -103.47456937752,    20.780049582854 -103.4649617219,    20.771066110725 -103.4649617219,    20.771066110725 -103.47456937752"
"segment:  3, 30 =     20.780049582854 -103.4649617219,    20.780049582854 -103.45535406628,    20.771066110725 -103.45535406628,    20.771066110725 -103.4649617219"
"segment:  3, 30 =     20.780049582854 -103.45535406628,    20.780049582854 -103.44574641065,    20.771066110725 -103.44574641065,    20.771066110725 -103.45535406628"
"segment:  3, 30 =     20.780049582854 -103.44574641065,    20.780049582854 -103.43613875503,    20.771066110725 -103.43613875503,    20.771066110725 -103.44574641065"
"segment:  3, 30 =     20.780049582854 -103.43613875503,    20.780049582854 -103.42653109941,    20.771066110725 -103.42653109941,    20.771066110725 -103.43613875503"
"segment:  3, 30 =     20.780049582854 -103.42653109941,    20.780049582854 -103.41692344379,    20.771066110725 -103.41692344379,    20.771066110725 -103.42653109941"
"segment:  3, 30 =     20.780049582854 -103.41692344379,    20.780049582854 -103.40731578817,    20.771066110725 -103.40731578817,    20.771066110725 -103.41692344379"
"segment:  3, 30 =     20.780049582854 -103.40731578817,    20.780049582854 -103.39770813255,    20.771066110725 -103.39770813255,    20.771066110725 -103.40731578817"
"segment:  3, 30 =     20.780049582854 -103.39770813255,    20.780049582854 -103.38810047693,    20.771066110725 -103.38810047693,    20.771066110725 -103.39770813255"
"segment:  3, 30 =     20.780049582854 -103.38810047693,    20.780049582854 -103.37849282131,    20.771066110725 -103.37849282131,    20.771066110725 -103.38810047693"
"segment:  3, 30 =     20.780049582854 -103.37849282131,    20.780049582854 -103.36888516569,    20.771066110725 -103.36888516569,    20.771066110725 -103.37849282131"
"segment:  3, 30 =     20.780049582854 -103.36888516569,    20.780049582854 -103.35927751007,    20.771066110725 -103.35927751007,    20.771066110725 -103.36888516569"
"segment:  3, 30 =     20.780049582854 -103.35927751007,    20.780049582854 -103.34966985445,    20.771066110725 -103.34966985445,    20.771066110725 -103.35927751007"
"segment:  3, 30 =     20.780049582854 -103.34966985445,    20.780049582854 -103.34006219883,    20.771066110725 -103.34006219883,    20.771066110725 -103.34966985445"
"segment:  3, 30 =     20.780049582854 -103.34006219883,    20.780049582854 -103.33045454321,    20.771066110725 -103.33045454321,    20.771066110725 -103.34006219883"
"segment:  3, 30 =     20.780049582854 -103.33045454321,    20.780049582854 -103.32084688758,    20.771066110725 -103.32084688758,    20.771066110725 -103.33045454321"
"segment:  3, 30 =     20.780049582854 -103.32084688758,    20.780049582854 -103.31123923196,    20.771066110725 -103.31123923196,    20.771066110725 -103.32084688758"
"segment:  3, 30 =     20.780049582854 -103.31123923196,    20.780049582854 -103.30163157634,    20.771066110725 -103.30163157634,    20.771066110725 -103.31123923196"
"segment:  3, 30 =     20.780049582854 -103.30163157634,    20.780049582854 -103.29202392072,    20.771066110725 -103.29202392072,    20.771066110725 -103.30163157634"
"segment:  3, 30 =     20.780049582854 -103.29202392072,    20.780049582854 -103.2824162651,    20.771066110725 -103.2824162651,    20.771066110725 -103.29202392072"
"segment:  3, 30 =     20.780049582854 -103.2824162651,    20.780049582854 -103.27280860948,    20.771066110725 -103.27280860948,    20.771066110725 -103.2824162651"
"segment:  3, 30 =     20.780049582854 -103.27280860948,    20.780049582854 -103.26320095386,    20.771066110725 -103.26320095386,    20.771066110725 -103.27280860948"
"segment:  3, 30 =     20.780049582854 -103.26320095386,    20.780049582854 -103.25359329824,    20.771066110725 -103.25359329824,    20.771066110725 -103.26320095386"
"segment:  3, 30 =     20.780049582854 -103.25359329824,    20.780049582854 -103.24398564262,    20.771066110725 -103.24398564262,    20.771066110725 -103.25359329824"
"segment:  3, 30 =     20.780049582854 -103.24398564262,    20.780049582854 -103.234377987,    20.771066110725 -103.234377987,    20.771066110725 -103.24398564262"
"segment:  3, 30 =     20.780049582854 -103.234377987,    20.780049582854 -103.22477033138,    20.771066110725 -103.22477033138,    20.771066110725 -103.234377987"


"segment:  4, 30 =     20.771066110725 -103.513,    20.771066110725 -103.50339291558,    20.762082638722 -103.50339291558,    20.762082638722 -103.513"
"segment:  4, 30 =     20.771066110725 -103.50339291558,    20.771066110725 -103.49378583117,    20.762082638722 -103.49378583117,    20.762082638722 -103.50339291558"
"segment:  4, 30 =     20.771066110725 -103.49378583117,    20.771066110725 -103.48417874675,    20.762082638722 -103.48417874675,    20.762082638722 -103.49378583117"
"segment:  4, 30 =     20.771066110725 -103.48417874675,    20.771066110725 -103.47457166233,    20.762082638722 -103.47457166233,    20.762082638722 -103.48417874675"
"segment:  4, 30 =     20.771066110725 -103.47457166233,    20.771066110725 -103.46496457791,    20.762082638722 -103.46496457791,    20.762082638722 -103.47457166233"
"segment:  4, 30 =     20.771066110725 -103.46496457791,    20.771066110725 -103.4553574935,    20.762082638722 -103.4553574935,    20.762082638722 -103.46496457791"
"segment:  4, 30 =     20.771066110725 -103.4553574935,    20.771066110725 -103.44575040908,    20.762082638722 -103.44575040908,    20.762082638722 -103.4553574935"
"segment:  4, 30 =     20.771066110725 -103.44575040908,    20.771066110725 -103.43614332466,    20.762082638722 -103.43614332466,    20.762082638722 -103.44575040908"
"segment:  4, 30 =     20.771066110725 -103.43614332466,    20.771066110725 -103.42653624025,    20.762082638722 -103.42653624025,    20.762082638722 -103.43614332466"
"segment:  4, 30 =     20.771066110725 -103.42653624025,    20.771066110725 -103.41692915583,    20.762082638722 -103.41692915583,    20.762082638722 -103.42653624025"
"segment:  4, 30 =     20.771066110725 -103.41692915583,    20.771066110725 -103.40732207141,    20.762082638722 -103.40732207141,    20.762082638722 -103.41692915583"
"segment:  4, 30 =     20.771066110725 -103.40732207141,    20.771066110725 -103.39771498699,    20.762082638722 -103.39771498699,    20.762082638722 -103.40732207141"
"segment:  4, 30 =     20.771066110725 -103.39771498699,    20.771066110725 -103.38810790258,    20.762082638722 -103.38810790258,    20.762082638722 -103.39771498699"
"segment:  4, 30 =     20.771066110725 -103.38810790258,    20.771066110725 -103.37850081816,    20.762082638722 -103.37850081816,    20.762082638722 -103.38810790258"
"segment:  4, 30 =     20.771066110725 -103.37850081816,    20.771066110725 -103.36889373374,    20.762082638722 -103.36889373374,    20.762082638722 -103.37850081816"
"segment:  4, 30 =     20.771066110725 -103.36889373374,    20.771066110725 -103.35928664933,    20.762082638722 -103.35928664933,    20.762082638722 -103.36889373374"
"segment:  4, 30 =     20.771066110725 -103.35928664933,    20.771066110725 -103.34967956491,    20.762082638722 -103.34967956491,    20.762082638722 -103.35928664933"
"segment:  4, 30 =     20.771066110725 -103.34967956491,    20.771066110725 -103.34007248049,    20.762082638722 -103.34007248049,    20.762082638722 -103.34967956491"
"segment:  4, 30 =     20.771066110725 -103.34007248049,    20.771066110725 -103.33046539607,    20.762082638722 -103.33046539607,    20.762082638722 -103.34007248049"
"segment:  4, 30 =     20.771066110725 -103.33046539607,    20.771066110725 -103.32085831166,    20.762082638722 -103.32085831166,    20.762082638722 -103.33046539607"
"segment:  4, 30 =     20.771066110725 -103.32085831166,    20.771066110725 -103.31125122724,    20.762082638722 -103.31125122724,    20.762082638722 -103.32085831166"
"segment:  4, 30 =     20.771066110725 -103.31125122724,    20.771066110725 -103.30164414282,    20.762082638722 -103.30164414282,    20.762082638722 -103.31125122724"
"segment:  4, 30 =     20.771066110725 -103.30164414282,    20.771066110725 -103.29203705841,    20.762082638722 -103.29203705841,    20.762082638722 -103.30164414282"
"segment:  4, 30 =     20.771066110725 -103.29203705841,    20.771066110725 -103.28242997399,    20.762082638722 -103.28242997399,    20.762082638722 -103.29203705841"
"segment:  4, 30 =     20.771066110725 -103.28242997399,    20.771066110725 -103.27282288957,    20.762082638722 -103.27282288957,    20.762082638722 -103.28242997399"
"segment:  4, 30 =     20.771066110725 -103.27282288957,    20.771066110725 -103.26321580515,    20.762082638722 -103.26321580515,    20.762082638722 -103.27282288957"
"segment:  4, 30 =     20.771066110725 -103.26321580515,    20.771066110725 -103.25360872074,    20.762082638722 -103.25360872074,    20.762082638722 -103.26321580515"
"segment:  4, 30 =     20.771066110725 -103.25360872074,    20.771066110725 -103.24400163632,    20.762082638722 -103.24400163632,    20.762082638722 -103.25360872074"
"segment:  4, 30 =     20.771066110725 -103.24400163632,    20.771066110725 -103.2343945519,    20.762082638722 -103.2343945519,    20.762082638722 -103.24400163632"
"segment:  4, 30 =     20.771066110725 -103.2343945519,    20.771066110725 -103.22478746749,    20.762082638722 -103.22478746749,    20.762082638722 -103.2343945519"


"segment:  5, 30 =     20.762082638722 -103.513,    20.762082638722 -103.50339348648,    20.753099166846 -103.50339348648,    20.753099166846 -103.513"
"segment:  5, 30 =     20.762082638722 -103.50339348648,    20.762082638722 -103.49378697296,    20.753099166846 -103.49378697296,    20.753099166846 -103.50339348648"
"segment:  5, 30 =     20.762082638722 -103.49378697296,    20.762082638722 -103.48418045945,    20.753099166846 -103.48418045945,    20.753099166846 -103.49378697296"
"segment:  5, 30 =     20.762082638722 -103.48418045945,    20.762082638722 -103.47457394593,    20.753099166846 -103.47457394593,    20.753099166846 -103.48418045945"
"segment:  5, 30 =     20.762082638722 -103.47457394593,    20.762082638722 -103.46496743241,    20.753099166846 -103.46496743241,    20.753099166846 -103.47457394593"
"segment:  5, 30 =     20.762082638722 -103.46496743241,    20.762082638722 -103.45536091889,    20.753099166846 -103.45536091889,    20.753099166846 -103.46496743241"
"segment:  5, 30 =     20.762082638722 -103.45536091889,    20.762082638722 -103.44575440538,    20.753099166846 -103.44575440538,    20.753099166846 -103.45536091889"
"segment:  5, 30 =     20.762082638722 -103.44575440538,    20.762082638722 -103.43614789186,    20.753099166846 -103.43614789186,    20.753099166846 -103.44575440538"
"segment:  5, 30 =     20.762082638722 -103.43614789186,    20.762082638722 -103.42654137834,    20.753099166846 -103.42654137834,    20.753099166846 -103.43614789186"
"segment:  5, 30 =     20.762082638722 -103.42654137834,    20.762082638722 -103.41693486482,    20.753099166846 -103.41693486482,    20.753099166846 -103.42654137834"
"segment:  5, 30 =     20.762082638722 -103.41693486482,    20.762082638722 -103.40732835131,    20.753099166846 -103.40732835131,    20.753099166846 -103.41693486482"
"segment:  5, 30 =     20.762082638722 -103.40732835131,    20.762082638722 -103.39772183779,    20.753099166846 -103.39772183779,    20.753099166846 -103.40732835131"
"segment:  5, 30 =     20.762082638722 -103.39772183779,    20.762082638722 -103.38811532427,    20.753099166846 -103.38811532427,    20.753099166846 -103.39772183779"
"segment:  5, 30 =     20.762082638722 -103.38811532427,    20.762082638722 -103.37850881075,    20.753099166846 -103.37850881075,    20.753099166846 -103.38811532427"
"segment:  5, 30 =     20.762082638722 -103.37850881075,    20.762082638722 -103.36890229724,    20.753099166846 -103.36890229724,    20.753099166846 -103.37850881075"
"segment:  5, 30 =     20.762082638722 -103.36890229724,    20.762082638722 -103.35929578372,    20.753099166846 -103.35929578372,    20.753099166846 -103.36890229724"
"segment:  5, 30 =     20.762082638722 -103.35929578372,    20.762082638722 -103.3496892702,    20.753099166846 -103.3496892702,    20.753099166846 -103.35929578372"
"segment:  5, 30 =     20.762082638722 -103.3496892702,    20.762082638722 -103.34008275668,    20.753099166846 -103.34008275668,    20.753099166846 -103.3496892702"
"segment:  5, 30 =     20.762082638722 -103.34008275668,    20.762082638722 -103.33047624316,    20.753099166846 -103.33047624316,    20.753099166846 -103.34008275668"
"segment:  5, 30 =     20.762082638722 -103.33047624316,    20.762082638722 -103.32086972965,    20.753099166846 -103.32086972965,    20.753099166846 -103.33047624316"
"segment:  5, 30 =     20.762082638722 -103.32086972965,    20.762082638722 -103.31126321613,    20.753099166846 -103.31126321613,    20.753099166846 -103.32086972965"
"segment:  5, 30 =     20.762082638722 -103.31126321613,    20.762082638722 -103.30165670261,    20.753099166846 -103.30165670261,    20.753099166846 -103.31126321613"
"segment:  5, 30 =     20.762082638722 -103.30165670261,    20.762082638722 -103.29205018909,    20.753099166846 -103.29205018909,    20.753099166846 -103.30165670261"
"segment:  5, 30 =     20.762082638722 -103.29205018909,    20.762082638722 -103.28244367558,    20.753099166846 -103.28244367558,    20.753099166846 -103.29205018909"
"segment:  5, 30 =     20.762082638722 -103.28244367558,    20.762082638722 -103.27283716206,    20.753099166846 -103.27283716206,    20.753099166846 -103.28244367558"
"segment:  5, 30 =     20.762082638722 -103.27283716206,    20.762082638722 -103.26323064854,    20.753099166846 -103.26323064854,    20.753099166846 -103.27283716206"
"segment:  5, 30 =     20.762082638722 -103.26323064854,    20.762082638722 -103.25362413502,    20.753099166846 -103.25362413502,    20.753099166846 -103.26323064854"
"segment:  5, 30 =     20.762082638722 -103.25362413502,    20.762082638722 -103.24401762151,    20.753099166846 -103.24401762151,    20.753099166846 -103.25362413502"
"segment:  5, 30 =     20.762082638722 -103.24401762151,    20.762082638722 -103.23441110799,    20.753099166846 -103.23441110799,    20.753099166846 -103.24401762151"
"segment:  5, 30 =     20.762082638722 -103.23441110799,    20.762082638722 -103.22480459447,    20.753099166846 -103.22480459447,    20.753099166846 -103.23441110799"


"segment:  6, 30 =     20.753099166846 -103.513,    20.753099166846 -103.50339405708,    20.744115695095 -103.50339405708,    20.744115695095 -103.513"
"segment:  6, 30 =     20.753099166846 -103.50339405708,    20.753099166846 -103.49378811416,    20.744115695095 -103.49378811416,    20.744115695095 -103.50339405708"
"segment:  6, 30 =     20.753099166846 -103.49378811416,    20.753099166846 -103.48418217123,    20.744115695095 -103.48418217123,    20.744115695095 -103.49378811416"
"segment:  6, 30 =     20.753099166846 -103.48418217123,    20.753099166846 -103.47457622831,    20.744115695095 -103.47457622831,    20.744115695095 -103.48418217123"
"segment:  6, 30 =     20.753099166846 -103.47457622831,    20.753099166846 -103.46497028539,    20.744115695095 -103.46497028539,    20.744115695095 -103.47457622831"
"segment:  6, 30 =     20.753099166846 -103.46497028539,    20.753099166846 -103.45536434247,    20.744115695095 -103.45536434247,    20.744115695095 -103.46497028539"
